,Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,Unnamed: 16,Unnamed: 17,Unnamed: 18,liwc_posemo,liwc_prep,liwc_male,liwc_affiliation,liwc_adverb,liwc_conj,liwc_we,liwc_percept,liwc_cause,liwc_function,liwc_money,liwc_motion,liwc_social,liwc_anger,liwc_ingest,liwc_compare,liwc_friend,liwc_auxverb,liwc_discrep,liwc_bio,liwc_home,liwc_shehe,liwc_power,liwc_leisure,liwc_affect,liwc_family,liwc_work,liwc_feel,liwc_verb,liwc_assent,liwc_nonflu,liwc_focuspresent,liwc_reward,liwc_they,liwc_anx,liwc_negemo,liwc_interrog,liwc_focuspast,liwc_you,liwc_article,liwc_sad,liwc_cogproc,liwc_relativ,liwc_hear,liwc_space,liwc_body,liwc_relig,liwc_death,liwc_netspeak,liwc_adj,liwc_health,liwc_insight,liwc_achiev,liwc_tentat,liwc_risk,liwc_quant,liwc_ipron,liwc_differ,liwc_swear,liwc_focusfuture,liwc_filler,liwc_pronoun,liwc_negate,liwc_certain,liwc_informal,liwc_see,liwc_female,liwc_ppron,liwc_i,liwc_drives,liwc_sexual,liwc_time,liwc_number,wc,nrc_negative,nrc_trust,nrc_fear,nrc_anticipation,nrc_surprise,nrc_disgust,nrc_positive,nrc_sadness,nrc_anger,nrc_joy
0,1518850201615626240,@djstephfloss Definitely pulling up to one of those dates!,LeBron James,KingJames,2022-04-26T07:11:21.000Z,Tue Apr 26 07:11:21 +0000 2022,1284,35,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,1,3,0,0,1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,9,0,0,0,0,0,0,0,0,0,0
1,1518764034077593600,YESSIR @TheRealJRSmith!! Proud of you Kid!!! Love bro https://t.co/gqwOLnlcdw,LeBron James,KingJames,2022-04-26T01:28:57.000Z,Tue Apr 26 01:28:57 +0000 2022,68687,3200,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/FOS/status/1518742197805400064 ,0,1,,,,,,2,1,1,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2,1518487919995981824,@CuffsTheLegend 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,LeBron James,KingJames,2022-04-25T07:11:46.000Z,Mon Apr 25 07:11:46 +0000 2022,3167,65,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3,1518435240150138880,@DWRIGHTWAY1 Makes no damn sense. Kids can’t even get a meal in before the game. Shit half of them probably ain’t even brush their teeth. Hahaha 😷,LeBron James,KingJames,2022-04-25T03:42:27.000Z,Mon Apr 25 03:42:27 +0000 2022,2387,45,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,1,3,0,1,3,0,0,2,1,12,0,0,4,2,1,1,0,1,0,3,0,0,0,1,3,0,0,1,2,0,0,3,1,2,0,2,0,0,0,2,0,3,2,0,1,2,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,2,1,0,3,0,0,2,0,2,0,1,1,27,1,0,0,0,0,1,1,0,1,0
4,1518225124658270208,Man playing a game before noon should be outlawed! 8am game is insane!,LeBron James,KingJames,2022-04-24T13:47:31.000Z,Sun Apr 24 13:47:31 +0000 2022,77638,2417,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,1,1,1,2,0,0,0,0,0,5,0,0,3,0,0,1,0,3,1,0,0,0,0,3,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,13,1,0,1,0,0,0,0,0,1,0
5,1518006203405594624,Get one stop and its a 3 games series,LeBron James,KingJames,2022-04-23T23:17:36.000Z,Sat Apr 23 23:17:36 +0000 2022,37110,981,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,9,0,1,0,0,0,0,0,0,0,0
6,1518004851187232774,LUKA!!!!!!!! 🗣🗣🗣🗣🗣🗣🗣,LeBron James,KingJames,2022-04-23T23:12:14.000Z,Sat Apr 23 23:12:14 +0000 2022,41949,3297,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7,1517766844379140096,@jj_redick 🙏🏾. Heard you have one damn good podcast too! May have to jump on with you sometime soon,LeBron James,KingJames,2022-04-23T07:26:29.000Z,Sat Apr 23 07:26:29 +0000 2022,41197,1074,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,1,3,0,0,2,0,0,1,0,10,0,1,3,1,0,0,0,3,0,0,0,0,0,1,2,0,0,0,5,0,0,3,1,0,0,1,0,1,2,0,0,2,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,2,0,0,1,0,0,2,0,1,0,2,1,19,1,1,0,1,1,1,2,0,1,2
8,1517766155888254976,@BJwhite Damn right!! 03 was simply INCREDIBLE,LeBron James,KingJames,2022-04-23T07:23:44.000Z,Sat Apr 23 07:23:44 +0000 2022,1376,36,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
9,1517765771060932608,POINT GOD you ain’t right! 😂😂😂😂,LeBron James,KingJames,2022-04-23T07:22:13.000Z,Sat Apr 23 07:22:13 +0000 2022,47802,1506,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0
10,1517661979057426433,I can/will NOT miss the post season again for my career! This shit HURT. Ok back to watching these games.,LeBron James,KingJames,2022-04-23T00:29:47.000Z,Sat Apr 23 00:29:47 +0000 2022,219793,18094,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,1,2,0,1,2,0,0,2,0,12,0,0,1,1,0,0,0,2,0,1,0,0,0,1,4,0,1,1,3,1,0,2,0,0,0,3,0,0,0,1,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,4,1,0,2,1,0,2,2,1,0,3,0,20,1,0,0,1,0,1,1,0,1,0
11,1517661186560458752,@jaytatum0 @Dame_Lillard Facts for!! 🔥🔥🔥🔥🔥🔥 ass pic,LeBron James,KingJames,2022-04-23T00:26:38.000Z,Sat Apr 23 00:26:38 +0000 2022,9549,275,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,2,,,,,,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0
12,1517661099230859264,"Love hearing JJ Redick on the game! Smart, insightful dude. And low key/high key funny!",LeBron James,KingJames,2022-04-23T00:26:17.000Z,Sat Apr 23 00:26:17 +0000 2022,76804,3129,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,3,1,0,2,0,1,0,1,0,3,0,0,4,0,0,0,1,0,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,15,1,0,1,0,0,0,0,0,0,0
13,1517371319448264704,@KingJosiah54 😂😂😂😂😂😂😂😂,LeBron James,KingJames,2022-04-22T05:14:48.000Z,Fri Apr 22 05:14:48 +0000 2022,6791,150,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
14,1517352010546393088,Spencer and Jalen dominated that game from the jump to the end. Big time Dub!!,LeBron James,KingJames,2022-04-22T03:58:05.000Z,Fri Apr 22 03:58:05 +0000 2022,41622,1982,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,0,2,0,1,0,1,0,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,15,0,0,0,1,0,0,1,0,0,1
15,1517301814894333952,The majority of Playoff games are won on how you close each quarter,LeBron James,KingJames,2022-04-22T00:38:37.000Z,Fri Apr 22 00:38:37 +0000 2022,89858,3940,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,1,2,0,1,1,1,0,0,1,6,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,1,1,1,1,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,13,0,1,0,0,0,0,1,0,0,1
16,1517298250654527488,The Pit Bull is balling right now! Locked in,LeBron James,KingJames,2022-04-22T00:24:27.000Z,Fri Apr 22 00:24:27 +0000 2022,21244,818,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0
17,1516902046116433926,"RT @LJFamFoundation : Let's make today great, Promise Keepers! 💪🏾👑 ~ @KingJames https://t.co/WS43LgdJSd",LeBron James,KingJames,2022-04-20T22:10:05.000Z,Wed Apr 20 22:10:05 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,1,video,https://video.twimg.com/ext_tw_video/1516764816588873728/pu/vid/640x360/rYacfY8jvVxVcIT_.mp4?tag=12,,,,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0
18,1516632258798530561,@DwyaneWade I see no lie told! They are 2 of the most skilled players of ALL-TIME,LeBron James,KingJames,2022-04-20T04:18:02.000Z,Wed Apr 20 04:18:02 +0000 2022,32154,1814,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,0,2,0,0,0,0,0,1,0,7,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,2,1,1,0,1,0,2,1,1,0,1,0,16,1,0,0,0,0,1,1,1,1,0
19,1516121164464066560,@kylekuzma Say less! 🤔,LeBron James,KingJames,2022-04-18T18:27:08.000Z,Mon Apr 18 18:27:08 +0000 2022,6145,177,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
20,1516067058072502276,@kylekuzma 🤣🤣🤣🤣🤣🤣🤣🤣 I mean that show would be insane though!,LeBron James,KingJames,2022-04-18T14:52:08.000Z,Mon Apr 18 14:52:08 +0000 2022,21174,432,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,0,0,0,0,1,1,0,1,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,10,1,1,1,0,0,0,0,0,1,0
21,1515813597275996162,Damn shame he ain’t Top 75! 🤦🏾‍♂️ https://t.co/jQyMvd0qXO,LeBron James,KingJames,2022-04-17T22:04:58.000Z,Sun Apr 17 22:04:58 +0000 2022,39878,3793,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/djstephfloss/status/1515811682441965575 ,0,0,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,8,1,0,1,0,0,1,0,1,0,0
22,1515811158795726852,Young God-rie is so damn good at basketball man!!! INSANE SKILL!!,LeBron James,KingJames,2022-04-17T21:55:17.000Z,Sun Apr 17 21:55:17 +0000 2022,91921,6488,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,1,1,1,0,1,1,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,11,1,1,0,2,1,1,2,0,1,2
23,1515754467265679361,Facts! Player Development there is damn good!! https://t.co/sA5uzs7Hro,LeBron James,KingJames,2022-04-17T18:10:01.000Z,Sun Apr 17 18:10:01 +0000 2022,43398,3045,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/kylekuzma/status/1515743984504737797 ,0,0,,,,,,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,1,1,0,1,1,1,1,0,1,1
24,1515189459960037381,And he putting in MAJOR work right now in them too!! https://t.co/qiw0f8H2cx,LeBron James,KingJames,2022-04-16T04:44:52.000Z,Sat Apr 16 04:44:52 +0000 2022,22043,837,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/NickDePaula/status/1515188545362620419 ,0,0,,,,,,0,2,1,0,2,1,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0
25,1515183620440223748,Simply the BEST coach in the game! ARGUE with your kids not me. 🤷🏾‍♂️,LeBron James,KingJames,2022-04-16T04:21:40.000Z,Sat Apr 16 04:21:40 +0000 2022,58204,2290,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,1,2,0,1,1,0,0,0,0,8,0,0,4,1,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,1,3,0,0,0,14,0,1,0,0,0,0,0,0,0,0
26,1515150846022995975,🧊,LeBron James,KingJames,2022-04-16T02:11:26.000Z,Sat Apr 16 02:11:26 +0000 2022,78838,6102,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,1515130143248818178,See that’s why we get so angry out there sometimes. Like What is and What is not a FLAGRANT?? Cause that was clearly ONE. 🤷🏾‍♂️🤦🏾‍♂️,LeBron James,KingJames,2022-04-16T00:49:10.000Z,Sat Apr 16 00:49:10 +0000 2022,36778,1886,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,0,2,0,1,4,2,1,1,2,17,0,0,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,0,0,4,1,0,0,1,3,1,0,1,0,5,2,0,1,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,5,1,1,0,1,0,1,0,2,0,1,1,25,1,0,0,0,0,1,0,0,1,0
28,1515092649119653894,I can not wait to watch DG vs TY in this game tonight! 2 of the brightest young PG stars in our game today,LeBron James,KingJames,2022-04-15T22:20:11.000Z,Fri Apr 15 22:20:11 +0000 2022,49182,2380,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,1,5,0,3,0,0,1,2,0,11,0,0,3,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,2,6,0,2,0,0,0,1,2,0,0,0,0,0,0,1,2,0,1,0,3,1,0,1,2,0,2,1,3,0,4,0,24,1,0,1,3,1,0,1,0,0,1
29,1515092303504834562,One of my favorite people in the world!! Love you kid! Thank you for love and support from the first day I stepped on the scene. https://t.co/otStXgORjZ,LeBron James,KingJames,2022-04-15T22:18:48.000Z,Fri Apr 15 22:18:48 +0000 2022,15673,909,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/sportingnews/status/1515002670037323777 ,0,0,,,,,,5,5,0,2,0,1,0,0,0,13,0,1,6,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,2,3,0,0,6,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,2,4,0,2,2,27,0,1,0,0,0,0,2,0,0,2
30,1514776605821865985,"This message right here!! People learn to hate so they can be taught to love. Whether religion or race, whatever background, we can't allow these injustices to continue. 💯 ✊🏾❤️👑 #RecipeForChange 
@TheSpringHillCo @JubileeMedia #YouTubeOriginals  https://t.co/i3p35ChkFv",LeBron James,KingJames,2022-04-15T01:24:20.000Z,Fri Apr 15 01:24:20 +0000 2022,4239,414,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,2,video,https://video.twimg.com/amplify_video/1513939280187383809/vid/480x270/7IzVXgWr55YaaJhj.mp4?tag=14,,,,1,3,0,3,2,3,1,0,1,15,0,0,5,1,0,0,0,3,0,1,0,0,2,0,2,0,2,0,4,0,0,6,0,1,0,1,2,1,0,0,0,4,2,0,1,0,1,0,0,0,0,1,0,1,0,0,3,2,0,0,0,5,0,0,0,0,0,2,0,5,0,1,0,35,1,3,1,1,0,1,3,1,1,1
31,1514632890935504903,I guess now's a good time to tell him @RUFFLES?? 😈😈🤣🤣🤣🤷🏾‍♂️😁 I got Flamin' Hot Cheddar AND Sour Cream comin after ya @AntDavis23!! 🔥🔥 https://t.co/Jc5g91bphD,LeBron James,KingJames,2022-04-14T15:53:16.000Z,Thu Apr 14 15:53:16 +0000 2022,7352,490,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,2,video,https://video.twimg.com/ext_tw_video/1514632818852171779/pu/vid/320x400/yWc5-32OZ9w84WKd.mp4?tag=12,,,,1,2,1,0,1,1,0,2,0,9,0,0,3,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,3,0,0,3,2,0,0,0,0,1,1,1,0,1,3,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,4,2,2,0,3,0,25,0,1,0,2,2,0,1,0,0,1
32,1514100797587435525,😂😂😂😂😂😂😂😂😂😂,LeBron James,KingJames,2022-04-13T04:38:55.000Z,Wed Apr 13 04:38:55 +0000 2022,117394,8527,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,1514067131897315329,I’m sitting here after watching the WNBA draft the other day and wondering WHY THE HELL do those young ladies have to stay in school for 4 years before being able to go pro??!!! I’m CONFUSED 🤔,LeBron James,KingJames,2022-04-13T02:25:08.000Z,Wed Apr 13 02:25:08 +0000 2022,85513,5064,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,0,6,0,0,2,1,0,1,1,19,0,2,1,1,0,2,0,3,0,0,0,0,0,0,2,0,1,0,8,0,0,4,0,0,1,2,1,0,0,3,0,4,9,0,3,0,1,0,0,3,0,1,1,2,0,0,2,1,1,0,0,4,0,0,1,1,1,2,2,1,0,5,0,37,0,1,0,2,1,0,1,0,0,1
34,1513960296481656835,That guy is SIMPLY DIFFERENT!!!! 🤯🤯🤯🤯🤯🤯🤯 https://t.co/cBdKvXISzM,LeBron James,KingJames,2022-04-12T19:20:37.000Z,Tue Apr 12 19:20:37 +0000 2022,72786,8335,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/DizMakesTweets/status/1513835632308547587 ,0,0,,,,,,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
35,1513286014374072322,@CuffsTheLegend My boys from SD been saying their stadium and games are dope too!!! Tatis is a BEAST too!!,LeBron James,KingJames,2022-04-10T22:41:15.000Z,Sun Apr 10 22:41:15 +0000 2022,4831,742,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,0,1,1,1,2,1,0,1,0,10,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0
36,1513285639646576643,@CuffsTheLegend Looks amazing!! Beautiful stadium. Will the St. Lunatics be there as well. I’m sold if so! Batter Up! 😂😂😂😂😂😂😂😂,LeBron James,KingJames,2022-04-10T22:39:46.000Z,Sun Apr 10 22:39:46 +0000 2022,803,46,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,,3,2,0,0,3,3,0,2,0,10,1,0,0,0,0,1,0,2,1,0,0,0,1,0,3,0,0,0,4,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,2,0,1,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0
37,1513262109466902532,Secure the 💼!!! 👏🏾👏🏾👏🏾👏🏾 https://t.co/D0ufPJ0Ss0,LeBron James,KingJames,2022-04-10T21:06:16.000Z,Sun Apr 10 21:06:16 +0000 2022,58495,2779,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/BleacherReport/status/1513255424186748931 ,0,0,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
